page_original_gsc,page_original_ga4,normalized_page_url,normalized_page_path,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ga4_sessions,ga4_engaged_sessions,ga4_conversions,data_source_match_type
https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,669.0,40109.0,0.016679548231070332,4.207310080031913,606.0,316.0,1.0,path_match
https://international-surrogacy.com/blog/why-did-paris-hilton-use-a-surrogate,/blog/why-did-paris-hilton-use-a-surrogate,https://international-surrogacy.com/blog/why-did-paris-hilton-use-a-surrogate,/blog/why-did-paris-hilton-use-a-surrogate,559.0,60338.0,0.009264476780801485,4.062497928337034,470.0,256.0,1.0,path_match
https://international-surrogacy.com/,/,https://international-surrogacy.com/,/,312.0,22356.0,0.013955984970477724,18.327607801037754,1712.0,1130.0,118.0,path_match
https://international-surrogacy.com/blog/egg-retrieval-after-hysterectomy,/blog/egg-retrieval-after-hysterectomy,https://international-surrogacy.com/blog/egg-retrieval-after-hysterectomy,/blog/egg-retrieval-after-hysterectomy,241.0,27835.0,0.008658164181785522,7.53504580564038,253.0,148.0,2.0,path_match
https://international-surrogacy.com/blog/priyanka-chopra-chooses-surrogacy,/blog/priyanka-chopra-chooses-surrogacy,https://international-surrogacy.com/blog/priyanka-chopra-chooses-surrogacy,/blog/priyanka-chopra-chooses-surrogacy,158.0,34490.0,0.004581037982023775,5.952305015946651,148.0,59.0,0.0,path_match
https://international-surrogacy.com/blog/cameron-diaz-and-benji-madden,/blog/cameron-diaz-and-benji-madden,https://international-surrogacy.com/blog/cameron-diaz-and-benji-madden,/blog/cameron-diaz-and-benji-madden,139.0,27304.0,0.0050908291825373575,3.6016334602988573,150.0,60.0,0.0,path_match
https://international-surrogacy.com/deutsch,/deutsch,https://international-surrogacy.com/deutsch,/deutsch,109.0,2621.0,0.04158718046547119,18.865318580694392,189.0,113.0,16.0,path_match
https://international-surrogacy.com/blog/emma-weymouth,/blog/emma-weymouth,https://international-surrogacy.com/blog/emma-weymouth,/blog/emma-weymouth,92.0,9825.0,0.009363867684478371,6.058218829516539,110.0,58.0,1.0,path_match
https://international-surrogacy.com/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,https://international-surrogacy.com/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,53.0,4463.0,0.011875420120994847,6.4277391888864,51.0,32.0,0.0,path_match
https://international-surrogacy.com/blog/through-surrogacy-ricky-martin,/blog/through-surrogacy-ricky-martin,https://international-surrogacy.com/blog/through-surrogacy-ricky-martin,/blog/through-surrogacy-ricky-martin,51.0,4895.0,0.010418794688457609,4.173646578140961,54.0,19.0,0.0,path_match
