device,clicks,impressions,ctr,position
MOBILE,762.0,108655.0,0.007013022870553587,6.610077769085638
DESKTOP,172.0,51966.0,0.0033098564445983914,17.444829311472887
TABLET,15.0,2504.0,0.0059904153354632585,4.263578274760383
