date_range,landing_page_plus_query_string,landing_page_plus_query_string_original,normalized_page_url,normalized_page_path,sessions,engaged_sessions,conversions
last_28_days,https://international-surrogacy.com/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=tr&_x_tr_hl=tr&_x_tr_pto=rq,/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=tr&_x_tr_hl=tr&_x_tr_pto=rq,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,4.0,4.0,0.0
last_28_days,https://international-surrogacy.com/blog/how-to-select-the-best-embryo-unraveling-the-intricacies-of-ivf-embryo-grading,/blog/how-to-select-the-best-embryo-unraveling-the-intricacies-of-ivf-embryo-grading,https://international-surrogacy.com/blog/how-to-select-the-best-embryo-unraveling-the-intricacies-of-ivf-embryo-grading,/blog/how-to-select-the-best-embryo-unraveling-the-intricacies-of-ivf-embryo-grading,4.0,1.0,2.0
last_28_days,https://international-surrogacy.com/blog/surrogacy-market-outlook-2026,/blog/surrogacy-market-outlook-2026,https://international-surrogacy.com/blog/surrogacy-market-outlook-2026,/blog/surrogacy-market-outlook-2026,4.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/what-are-your-infertility-options-today,/blog/what-are-your-infertility-options-today,https://international-surrogacy.com/blog/what-are-your-infertility-options-today,/blog/what-are-your-infertility-options-today,4.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/why-are-women-so-mean-to-infertile-women,/blog/why-are-women-so-mean-to-infertile-women,https://international-surrogacy.com/blog/why-are-women-so-mean-to-infertile-women,/blog/why-are-women-so-mean-to-infertile-women,4.0,3.0,0.0
last_28_days,https://international-surrogacy.com/success-stories/testimonials,/success-stories/testimonials,https://international-surrogacy.com/success-stories/testimonials,/success-stories/testimonials,4.0,1.0,0.0
last_28_days,https://international-surrogacy.com/15-months-from-infertility-to-delivery,/15-months-from-infertility-to-delivery,https://international-surrogacy.com/15-months-from-infertility-to-delivery,/15-months-from-infertility-to-delivery,3.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/blastocyst-grading-basics,/blog/blastocyst-grading-basics,https://international-surrogacy.com/blog/blastocyst-grading-basics,/blog/blastocyst-grading-basics,3.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=sge,/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=sge,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=tc,/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=tc,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,3.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/desperate-for-assistance,/blog/desperate-for-assistance,https://international-surrogacy.com/blog/desperate-for-assistance,/blog/desperate-for-assistance,3.0,2.0,1.0
last_28_days,https://international-surrogacy.com/blog/embryo-transportation,/blog/embryo-transportation,https://international-surrogacy.com/blog/embryo-transportation,/blog/embryo-transportation,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/fredrik-eklund,/blog/fredrik-eklund,https://international-surrogacy.com/blog/fredrik-eklund,/blog/fredrik-eklund,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/genetic-connections-of-a-child-in-a-surrogacy-program,/blog/genetic-connections-of-a-child-in-a-surrogacy-program,https://international-surrogacy.com/blog/genetic-connections-of-a-child-in-a-surrogacy-program,/blog/genetic-connections-of-a-child-in-a-surrogacy-program,3.0,1.0,1.0
last_28_days,https://international-surrogacy.com/blog/lucy-liu-opens-up-about-her-journey-to-motherhood-via-a-surrogate,/blog/lucy-liu-opens-up-about-her-journey-to-motherhood-via-a-surrogate,https://international-surrogacy.com/blog/lucy-liu-opens-up-about-her-journey-to-motherhood-via-a-surrogate,/blog/lucy-liu-opens-up-about-her-journey-to-motherhood-via-a-surrogate,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/neil-patrick-harris,/blog/neil-patrick-harris,https://international-surrogacy.com/blog/neil-patrick-harris,/blog/neil-patrick-harris,3.0,2.0,0.0
