country,clicks,impressions,ctr,position
lva,4.0,583.0,0.00686106346483705,36.910806174957116
mlt,4.0,705.0,0.005673758865248227,34.707801418439715
bhr,3.0,506.0,0.005928853754940711,36.648221343873516
bwa,3.0,216.0,0.013888888888888888,26.180555555555557
kaz,3.0,1073.0,0.0027958993476234857,47.834109972041006
khm,3.0,342.0,0.008771929824561403,26.450292397660817
mwi,3.0,218.0,0.013761467889908258,18.807339449541285
pry,3.0,945.0,0.0031746031746031746,44.51111111111111
qat,3.0,802.0,0.003740648379052369,29.618453865336658
rwa,3.0,194.0,0.015463917525773196,15.52061855670103
tun,3.0,872.0,0.0034403669724770644,44.82683486238532
arm,2.0,1318.0,0.0015174506828528073,52.06145675265554
aze,2.0,638.0,0.003134796238244514,42.43730407523511
bol,2.0,497.0,0.004024144869215292,40.19517102615694
cym,2.0,126.0,0.015873015873015872,35.492063492063494
dza,2.0,1552.0,0.001288659793814433,33.72100515463917
imn,2.0,88.0,0.022727272727272728,14.454545454545455
jam,2.0,1247.0,0.0016038492381716118,39.46271050521251
lux,2.0,346.0,0.005780346820809248,27.063583815028903
mrt,2.0,27.0,0.07407407407407407,23.555555555555557
npl,2.0,1293.0,0.0015467904098994587,33.419953596287705
omn,2.0,595.0,0.0033613445378151263,33.850420168067224
png,2.0,150.0,0.013333333333333334,5.726666666666667
pse,2.0,291.0,0.006872852233676976,33.707903780068726
sle,2.0,103.0,0.019417475728155338,16.873786407766993
tkm,2.0,36.0,0.05555555555555555,9.61111111111111
xkk,2.0,127.0,0.015748031496062992,18.73228346456693
ago,1.0,218.0,0.0045871559633027525,42.95871559633027
atg,1.0,93.0,0.010752688172043012,34.225806451612904
bhs,1.0,442.0,0.0022624434389140274,43.35972850678733
bih,1.0,493.0,0.002028397565922921,31.545638945233264
bmu,1.0,108.0,0.009259259259259259,43.851851851851855
brn,1.0,137.0,0.0072992700729927005,28.656934306569344
civ,1.0,231.0,0.004329004329004329,39.467532467532465
cmr,1.0,305.0,0.003278688524590164,23.79016393442623
cpv,1.0,41.0,0.024390243902439025,36.36585365853659
cuw,1.0,90.0,0.011111111111111112,20.488888888888887
dma,1.0,43.0,0.023255813953488372,42.0
ggy,1.0,43.0,0.023255813953488372,11.465116279069768
gib,1.0,47.0,0.02127659574468085,15.042553191489361
gum,1.0,72.0,0.013888888888888888,7.263888888888889
guy,1.0,284.0,0.0035211267605633804,42.348591549295776
lbr,1.0,77.0,0.012987012987012988,5.7272727272727275
mda,1.0,458.0,0.002183406113537118,46.96506550218341
moz,1.0,151.0,0.006622516556291391,13.582781456953642
mus,1.0,379.0,0.002638522427440633,28.87598944591029
ner,1.0,14.0,0.07142857142857142,21.357142857142858
nic,1.0,205.0,0.004878048780487805,29.04390243902439
slv,1.0,284.0,0.0035211267605633804,30.176056338028168
som,1.0,140.0,0.007142857142857143,17.292857142857144
sur,1.0,94.0,0.010638297872340425,33.329787234042556
syr,1.0,270.0,0.003703703703703704,34.41851851851852
uzb,1.0,1077.0,0.0009285051067780873,49.986072423398326
vct,1.0,62.0,0.016129032258064516,43.58064516129032
wsm,1.0,7.0,0.14285714285714285,28.142857142857142
yem,1.0,93.0,0.010752688172043012,24.752688172043012
zzz,1.0,905.0,0.0011049723756906078,52.388950276243094
abw,0.0,68.0,0.0,21.044117647058822
afg,0.0,83.0,0.0,16.289156626506024
aia,0.0,12.0,0.0,24.166666666666668
ala,0.0,6.0,0.0,31.833333333333332
and,0.0,60.0,0.0,46.86666666666667
asm,0.0,8.0,0.0,38.5
bdi,0.0,14.0,0.0,7.857142857142857
ben,0.0,43.0,0.0,28.6046511627907
bes,0.0,13.0,0.0,43.0
bfa,0.0,71.0,0.0,51.985915492957744
blm,0.0,3.0,0.0,5.0
blr,0.0,750.0,0.0,48.934666666666665
blz,0.0,213.0,0.0,40.220657276995304
brb,0.0,676.0,0.0,50.392011834319526
btn,0.0,58.0,0.0,17.103448275862068
caf,0.0,5.0,0.0,3.2
cod,0.0,88.0,0.0,23.181818181818183
cog,0.0,59.0,0.0,44.610169491525426
cok,0.0,7.0,0.0,20.142857142857142
com,0.0,2.0,0.0,8.0
dji,0.0,14.0,0.0,9.214285714285714
eri,0.0,3.0,0.0,17.333333333333332
esh,0.0,12.0,0.0,44.25
fji,0.0,86.0,0.0,19.96511627906977
flk,0.0,1.0,0.0,11.0
fro,0.0,26.0,0.0,12.692307692307692
fsm,0.0,5.0,0.0,17.8
gab,0.0,97.0,0.0,48.98969072164948
gin,0.0,17.0,0.0,10.058823529411764
glp,0.0,10.0,0.0,17.3
gmb,0.0,54.0,0.0,21.314814814814813
gnb,0.0,3.0,0.0,48.0
gnq,0.0,14.0,0.0,9.785714285714286
grd,0.0,107.0,0.0,38.51401869158879
grl,0.0,14.0,0.0,23.214285714285715
guf,0.0,10.0,0.0,53.8
hnd,0.0,511.0,0.0,34.38747553816047
hti,0.0,38.0,0.0,21.92105263157895
jey,0.0,123.0,0.0,16.10569105691057
kir,0.0,6.0,0.0,40.166666666666664
kna,0.0,93.0,0.0,39.354838709677416
lao,0.0,55.0,0.0,32.654545454545456
lby,0.0,216.0,0.0,25.912037037037038
lca,0.0,126.0,0.0,37.714285714285715
lie,0.0,23.0,0.0,71.26086956521739
lso,0.0,69.0,0.0,11.072463768115941
mac,0.0,50.0,0.0,25.3
maf,0.0,16.0,0.0,18.9375
mco,0.0,17.0,0.0,16.88235294117647
mdg,0.0,53.0,0.0,36.283018867924525
mdv,0.0,202.0,0.0,22.004950495049506
mhl,0.0,1.0,0.0,14.0
mli,0.0,37.0,0.0,46.054054054054056
mmr,0.0,297.0,0.0,35.77104377104377
mne,0.0,192.0,0.0,23.546875
mng,0.0,173.0,0.0,27.647398843930635
mnp,0.0,18.0,0.0,7.0
msr,0.0,1.0,0.0,4.0
mtq,0.0,25.0,0.0,29.0
myt,0.0,4.0,0.0,33.0
nam,0.0,272.0,0.0,18.040441176470587
ncl,0.0,6.0,0.0,23.5
nfk,0.0,1.0,0.0,1.0
niu,0.0,1.0,0.0,4.0
nru,0.0,2.0,0.0,50.5
plw,0.0,8.0,0.0,9.25
prk,0.0,1.0,0.0,1.0
pyf,0.0,12.0,0.0,20.0
reu,0.0,35.0,0.0,31.542857142857144
sdn,0.0,56.0,0.0,11.75
sen,0.0,270.0,0.0,43.35925925925926
shn,0.0,1.0,0.0,1.0
slb,0.0,12.0,0.0,32.33333333333333
smr,0.0,21.0,0.0,60.714285714285715
ssd,0.0,47.0,0.0,9.319148936170214
stp,0.0,2.0,0.0,86.0
swz,0.0,87.0,0.0,8.183908045977011
sxm,0.0,46.0,0.0,37.32608695652174
syc,0.0,235.0,0.0,34.98297872340426
tca,0.0,39.0,0.0,25.333333333333332
tcd,0.0,10.0,0.0,46.7
tgo,0.0,72.0,0.0,33.65277777777778
tjk,0.0,53.0,0.0,26.9811320754717
tls,0.0,7.0,0.0,3.0
ton,0.0,10.0,0.0,12.6
umi,0.0,1.0,0.0,99.0
vgb,0.0,43.0,0.0,38.95348837209303
vir,0.0,70.0,0.0,10.82857142857143
vut,0.0,11.0,0.0,13.0
