device,clicks,impressions,ctr,position
MOBILE,5909.0,798961.0,0.007395855367158096,16.148948446795274
DESKTOP,1425.0,784108.0,0.0018173516913486407,41.40758288399047
TABLET,134.0,21965.0,0.006100614614158889,7.218984748463464
