device,clicks,impressions,ctr,position
MOBILE,2530.0,335460.0,0.007541882787813748,7.931026053776903
DESKTOP,471.0,173411.0,0.00271609067475535,22.189330549965113
TABLET,74.0,13052.0,0.0056696291756052715,7.56244253754214
