country,clicks,impressions,ctr,position
grl,0.0,1.0,0.0,3.0
gtm,0.0,83.0,0.0,7.373493975903615
guf,0.0,1.0,0.0,2.0
gum,0.0,5.0,0.0,6.4
hnd,0.0,44.0,0.0,7.136363636363637
hti,0.0,2.0,0.0,10.5
hun,0.0,188.0,0.0,6.7712765957446805
irn,0.0,111.0,0.0,6.1441441441441444
irq,0.0,94.0,0.0,7.9787234042553195
jam,0.0,72.0,0.0,6.013888888888889
jey,0.0,10.0,0.0,6.0
khm,0.0,29.0,0.0,8.172413793103448
kir,0.0,2.0,0.0,2.0
kor,0.0,153.0,0.0,8.928104575163399
kwt,0.0,62.0,0.0,6.241935483870968
lao,0.0,3.0,0.0,7.0
lbn,0.0,37.0,0.0,3.675675675675676
lbr,0.0,17.0,0.0,3.4705882352941178
lby,0.0,21.0,0.0,6.238095238095238
lca,0.0,5.0,0.0,6.2
lso,0.0,6.0,0.0,2.333333333333333
ltu,0.0,69.0,0.0,8.869565217391305
lux,0.0,19.0,0.0,7.315789473684211
mac,0.0,5.0,0.0,1.8
maf,0.0,1.0,0.0,9.0
mco,0.0,1.0,0.0,2.0
mda,0.0,30.0,0.0,5.966666666666667
mdg,0.0,2.0,0.0,15.5
mdv,0.0,20.0,0.0,3.3
mli,0.0,3.0,0.0,2.0
mmr,0.0,32.0,0.0,9.03125
mne,0.0,12.0,0.0,6.583333333333333
mng,0.0,19.0,0.0,3.9473684210526314
mnp,0.0,2.0,0.0,1.0
moz,0.0,26.0,0.0,3.730769230769231
msr,0.0,1.0,0.0,4.0
mtq,0.0,3.0,0.0,24.0
mus,0.0,34.0,0.0,13.441176470588236
myt,0.0,1.0,0.0,1.0
nam,0.0,45.0,0.0,5.2444444444444445
ner,0.0,1.0,0.0,3.0
nic,0.0,26.0,0.0,5.115384615384615
nor,0.0,195.0,0.0,9.605128205128205
npl,0.0,99.0,0.0,6.383838383838384
omn,0.0,24.0,0.0,5.625
pan,0.0,69.0,0.0,7.27536231884058
plw,0.0,3.0,0.0,4.333333333333334
prk,0.0,1.0,0.0,1.0
pyf,0.0,1.0,0.0,1.0
qat,0.0,66.0,0.0,6.954545454545454
reu,0.0,4.0,0.0,18.75
rwa,0.0,21.0,0.0,6.095238095238095
sau,0.0,254.0,0.0,8.905511811023622
sdn,0.0,6.0,0.0,2.166666666666667
sen,0.0,9.0,0.0,6.888888888888889
slv,0.0,27.0,0.0,5.037037037037037
ssd,0.0,7.0,0.0,7.428571428571429
sur,0.0,6.0,0.0,1.0
svn,0.0,47.0,0.0,9.191489361702128
swz,0.0,11.0,0.0,6.181818181818182
syc,0.0,3.0,0.0,3.0
syr,0.0,20.0,0.0,5.65
tca,0.0,6.0,0.0,6.166666666666667
tcd,0.0,1.0,0.0,13.0
tgo,0.0,5.0,0.0,1.8
tjk,0.0,5.0,0.0,3.0
tkm,0.0,4.0,0.0,2.25
tun,0.0,41.0,0.0,7.2439024390243905
twn,0.0,149.0,0.0,6.369127516778524
tza,0.0,71.0,0.0,4.380281690140845
uzb,0.0,41.0,0.0,6.341463414634147
vct,0.0,4.0,0.0,1.0
vgb,0.0,5.0,0.0,2.8
vir,0.0,7.0,0.0,4.714285714285714
vut,0.0,1.0,0.0,9.0
xkk,0.0,23.0,0.0,6.173913043478261
zzz,0.0,16.0,0.0,5.125
